session_test_id,experience,problem,other_tests,headphones,age,status,inne,uwagi,session_uuid,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S9300,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S8000,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S3500,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S7000,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S10700,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S8700,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S10000,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S5500,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,reference,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S11300,100,5778,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S7000,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S10000,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,reference,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S11300,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S3500,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S10700,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S8000,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S12000,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S9300,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S5500,100,5369,
label_test_3,,,,"To był test działania ankiety - S. Zieliński",,,"To był test działania ankiety - S. Zieliński","To był test działania ankiety - S. Zieliński",7f1e3dde-c933-4e93-b457-9c9bfdc6cf4b,hq_label,S8700,100,5369,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S4500,0,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S6500,18,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S4000,3,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S10000,72,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S5500,0,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S7000,24,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,reference,100,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S8000,54,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S3500,0,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S6000,1,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,trening,S5000,0,170868,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S5000,0,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S6000,26,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S3500,0,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S8000,44,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S5500,17,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,reference,100,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S6500,20,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S4000,0,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S4500,5,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S7000,23,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S10000,59,72546,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S5500,0,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S3500,0,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S8000,44,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S6000,20,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S6500,20,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S5000,0,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S10000,77,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S4000,0,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,reference,100,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S4500,0,73104,
label_test_3,1,nie,tak,"PHILIPS TAE1105BK",25,doktorant,,,7bb830a4-8b32-42b2-b644-f639997af466,lq_no_label,S7000,45,73104,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S9300,56,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,reference,100,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S8700,65,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S3500,15,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S8000,44,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S10700,67,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S12000,85,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S10000,75,178488,
label_test_3,4,nie,tak,"Pioneer DJ HDJ-X5-K",18,inny,"student informatyki","warto by zbadać innego rodzaju zniekształcenia w sygnale dźwiękowym jak szumy, ale poza tym brak.",3735f16b-eb5c-46f8-a523-53c122c9a50f,trening,S7000,26,178488,
